證券代碼,年月日,本益比-TSE
1229 聯華,2014/05/23,10.05
1231 聯華食,2014/05/23,20.23
1232 大統益,2014/05/23,15.93
1233 天仁,2014/05/23,17.9
1234 黑松,2014/05/23,46.91
1235 興泰,2014/05/23,108.39
1236 宏亞,2014/05/23,28.54
1256 鮮活果汁-KY,2014/05/23,27.67
1702 南僑,2014/05/23,16.07
1737 臺鹽,2014/05/23,33.06
910322 康師傅-DR,2014/05/23,0
911616 杜康-DR,2014/05/23,0
1201 味全,2014/05/22,25.85
1203 味王,2014/05/22,20.63
1210 大成,2014/05/22,8.3
1213 大飲,2014/05/22,94.77
1215 卜蜂,2014/05/22,10.1
1216 統一,2014/05/22,20.16
1217 愛之味,2014/05/22,0
1218 泰山,2014/05/22,0
1219 福壽,2014/05/22,46.21
1220 台榮,2014/05/22,31.72
1225 福懋油,2014/05/22,37.36
1227 佳格,2014/05/22,32.24
1229 聯華,2014/05/22,10.14
1231 聯華食,2014/05/22,20.21
1232 大統益,2014/05/22,15.76
1233 天仁,2014/05/22,17.93
1234 黑松,2014/05/22,46.99
1235 興泰,2014/05/22,106.45
1236 宏亞,2014/05/22,28.54
1256 鮮活果汁-KY,2014/05/22,27.55
1702 南僑,2014/05/22,16.04
1737 臺鹽,2014/05/22,32.75
910322 康師傅-DR,2014/05/22,0
911616 杜康-DR,2014/05/22,0
1201 味全,2014/05/21,25.45
1203 味王,2014/05/21,20.58
1210 大成,2014/05/21,8.17
1213 大飲,2014/05/21,95.45
1215 卜蜂,2014/05/21,9.96
1216 統一,2014/05/21,19.96
1217 愛之味,2014/05/21,0
1218 泰山,2014/05/21,0
1219 福壽,2014/05/21,46.21
1220 台榮,2014/05/21,31.72
1225 福懋油,2014/05/21,37.22
1227 佳格,2014/05/21,31.81
1229 聯華,2014/05/21,9.98
1231 聯華食,2014/05/21,20.13
1232 大統益,2014/05/21,15.74
1233 天仁,2014/05/21,17.93
1234 黑松,2014/05/21,46.32
1235 興泰,2014/05/21,106.29
1236 宏亞,2014/05/21,28.2
1256 鮮活果汁-KY,2014/05/21,27.79
1702 南僑,2014/05/21,16.15
1737 臺鹽,2014/05/21,32.75
910322 康師傅-DR,2014/05/21,0
911616 杜康-DR,2014/05/21,0
1201 味全,2014/05/20,25.58
1203 味王,2014/05/20,20.63
1210 大成,2014/05/20,8.17
1213 大飲,2014/05/20,95.91
1215 卜蜂,2014/05/20,9.92
1216 統一,2014/05/20,19.88
1217 愛之味,2014/05/20,0
1218 泰山,2014/05/20,0
1219 福壽,2014/05/20,46.52
1220 台榮,2014/05/20,31.56
1225 福懋油,2014/05/20,37.36
1227 佳格,2014/05/20,32.05
1229 聯華,2014/05/20,9.98
1231 聯華食,2014/05/20,20.15
1232 大統益,2014/05/20,15.8
1233 天仁,2014/05/20,17.8
1234 黑松,2014/05/20,46.54
1235 興泰,2014/05/20,109.03
1236 宏亞,2014/05/20,28.09
1256 鮮活果汁-KY,2014/05/20,27.95
1702 南僑,2014/05/20,15.37
1737 臺鹽,2014/05/20,32.63
910322 康師傅-DR,2014/05/20,0
911616 杜康-DR,2014/05/20,0
1201 味全,2014/05/19,25.52
1203 味王,2014/05/19,20.63
1210 大成,2014/05/19,8.26
1213 大飲,2014/05/19,96.82
1215 卜蜂,2014/05/19,9.98
1216 統一,2014/05/19,20
1217 愛之味,2014/05/19,0
1218 泰山,2014/05/19,0
1219 福壽,2014/05/19,46.52
1220 台榮,2014/05/19,31.56
1225 福懋油,2014/05/19,37.36
1227 佳格,2014/05/19,32.2
1229 聯華,2014/05/19,10.05
1231 聯華食,2014/05/19,20.21
1232 大統益,2014/05/19,15.85
1233 天仁,2014/05/19,17.9
1234 黑松,2014/05/19,47.06
1235 興泰,2014/05/19,105.81
1236 宏亞,2014/05/19,28.26
1256 鮮活果汁-KY,2014/05/19,27.79
1702 南僑,2014/05/19,15.34
1737 臺鹽,2014/05/19,32.94
910322 康師傅-DR,2014/05/19,0
911616 杜康-DR,2014/05/19,0
1201 味全,2014/05/16,25.48
1203 味王,2014/05/16,20.22
1210 大成,2014/05/16,8.16
1213 大飲,2014/05/16,96.82
1215 卜蜂,2014/05/16,10.04
1216 統一,2014/05/16,20.04
1217 愛之味,2014/05/16,0
1218 泰山,2014/05/16,0
1219 福壽,2014/05/16,46.82
1220 台榮,2014/05/16,31.56
1225 福懋油,2014/05/16,37.64
1227 佳格,2014/05/16,32.36
1229 聯華,2014/05/16,9.73
1231 聯華食,2014/05/16,20.21
1232 大統益,2014/05/16,15.91
1233 天仁,2014/05/16,17.9
1234 黑松,2014/05/16,46.99
1235 興泰,2014/05/16,109.03
1236 宏亞,2014/05/16,28.37
1256 鮮活果汁-KY,2014/05/16,26
1702 南僑,2014/05/16,15.37
1737 臺鹽,2014/05/16,32.56
910322 康師傅-DR,2014/05/16,0
911616 杜康-DR,2014/05/16,0
1201 味全,2014/05/15,24.71
1203 味王,2014/05/15,20.36
1210 大成,2014/05/15,8.1
1213 大飲,2014/05/15,97.05
1215 卜蜂,2014/05/15,10.02
1216 統一,2014/05/15,20.04
1217 愛之味,2014/05/15,0
1218 泰山,2014/05/15,0
1219 福壽,2014/05/15,46.67
1220 台榮,2014/05/15,31.56
1225 福懋油,2014/05/15,43.55
1227 佳格,2014/05/15,29.4
1229 聯華,2014/05/15,9.83
1231 聯華食,2014/05/15,20.15
1232 大統益,2014/05/15,15.85
1233 天仁,2014/05/15,17.92
1234 黑松,2014/05/15,47.06
1235 興泰,2014/05/15,103.55
1236 宏亞,2014/05/15,28.48
1256 鮮活果汁-KY,2014/05/15,26.24
1702 南僑,2014/05/15,15.58
1737 臺鹽,2014/05/15,32.81
910322 康師傅-DR,2014/05/15,0
911616 杜康-DR,2014/05/15,0
1201 味全,2014/05/14,25
1203 味王,2014/05/14,20.41
1210 大成,2014/05/14,8.23
1213 大飲,2014/05/14,97.27
1215 卜蜂,2014/05/14,10.14
1216 統一,2014/05/14,20
1217 愛之味,2014/05/14,0
1218 泰山,2014/05/14,0
1219 福壽,2014/05/14,169.44
1220 台榮,2014/05/14,31.56
1225 福懋油,2014/05/14,43.87
1227 佳格,2014/05/14,29.58
1229 聯華,2014/05/14,12.28
1231 聯華食,2014/05/14,15.69
1232 大統益,2014/05/14,16.03
1233 天仁,2014/05/14,17.88
1234 黑松,2014/05/14,41.03
1235 興泰,2014/05/14,100.97
1236 宏亞,2014/05/14,20.16
1256 鮮活果汁-KY,2014/05/14,26.24
1702 南僑,2014/05/14,15.58
1737 臺鹽,2014/05/14,33
910322 康師傅-DR,2014/05/14,0
911616 杜康-DR,2014/05/14,0
1201 味全,2014/05/13,24.85
1203 味王,2014/05/13,20.41
1210 大成,2014/05/13,8.28
1213 大飲,2014/05/13,97.5
1215 卜蜂,2014/05/13,13.26
1216 統一,2014/05/13,20.48
1217 愛之味,2014/05/13,0
1218 泰山,2014/05/13,0
1219 福壽,2014/05/13,169.44
1220 台榮,2014/05/13,31.56
1225 福懋油,2014/05/13,44.68
1227 佳格,2014/05/13,29.01
1229 聯華,2014/05/13,12.24
1231 聯華食,2014/05/13,15.71
1232 大統益,2014/05/13,15.76
1233 天仁,2014/05/13,19.02
1234 黑松,2014/05/13,41.03
1235 興泰,2014/05/13,0
1236 宏亞,2014/05/13,20.32
1256 鮮活果汁-KY,2014/05/13,26.41
1702 南僑,2014/05/13,16.8
1737 臺鹽,2014/05/13,32.69
910322 康師傅-DR,2014/05/13,0
911616 杜康-DR,2014/05/13,0
1201 味全,2014/05/12,25.41
1203 味王,2014/05/12,20.5
1210 大成,2014/05/12,8.81
1213 大飲,2014/05/12,97.73
1215 卜蜂,2014/05/12,13.36
1216 統一,2014/05/12,20.4
1217 愛之味,2014/05/12,0
1218 泰山,2014/05/12,0
1219 福壽,2014/05/12,169.44
1220 台榮,2014/05/12,31.56
1225 福懋油,2014/05/12,44.52
1227 佳格,2014/05/12,28.98
1229 聯華,2014/05/12,12.28
1231 聯華食,2014/05/12,15.98
1232 大統益,2014/05/12,17.78
1233 天仁,2014/05/12,18.96
1234 黑松,2014/05/12,41.22
1235 興泰,2014/05/12,0
1236 宏亞,2014/05/12,20.36
1256 鮮活果汁-KY,2014/05/12,26.41
1702 南僑,2014/05/12,17.06
1737 臺鹽,2014/05/12,41.19
910322 康師傅-DR,2014/05/12,0
911616 杜康-DR,2014/05/12,0
1201 味全,2014/05/09,25.99
1203 味王,2014/05/09,20.54
1210 大成,2014/05/09,8.89
1213 大飲,2014/05/09,66.41
1215 卜蜂,2014/05/09,12.79
1216 統一,2014/05/09,20.73
1217 愛之味,2014/05/09,0
1218 泰山,2014/05/09,0
1219 福壽,2014/05/09,169.44
1220 台榮,2014/05/09,31.88
1225 福懋油,2014/05/09,43.23
1227 佳格,2014/05/09,28.94
1229 聯華,2014/05/09,12.28
1231 聯華食,2014/05/09,16.06
1232 大統益,2014/05/09,18.51
1233 天仁,2014/05/09,18.92
1234 黑松,2014/05/09,40.83
1235 興泰,2014/05/09,0
1236 宏亞,2014/05/09,20.2
1256 鮮活果汁-KY,2014/05/09,26.45
1702 南僑,2014/05/09,17.24
1737 臺鹽,2014/05/09,41.51
910322 康師傅-DR,2014/05/09,0
911616 杜康-DR,2014/05/09,0
1201 味全,2014/05/08,26.1
1203 味王,2014/05/08,20.63
1210 大成,2014/05/08,8.89
1213 大飲,2014/05/08,66.56
1215 卜蜂,2014/05/08,12.79
1216 統一,2014/05/08,20.77
1217 愛之味,2014/05/08,0
1218 泰山,2014/05/08,0
1219 福壽,2014/05/08,169.44
1220 台榮,2014/05/08,31.88
1225 福懋油,2014/05/08,42.74
1227 佳格,2014/05/08,28.8
1229 聯華,2014/05/08,12.31
1231 聯華食,2014/05/08,16.27
1232 大統益,2014/05/08,17.92
1233 天仁,2014/05/08,19
1234 黑松,2014/05/08,40.77
1235 興泰,2014/05/08,0
1236 宏亞,2014/05/08,20.48
1256 鮮活果汁-KY,2014/05/08,26.24
1702 南僑,2014/05/08,17.73
1737 臺鹽,2014/05/08,42.46
910322 康師傅-DR,2014/05/08,0
911616 杜康-DR,2014/05/08,0
1201 味全,2014/05/07,26.13
1203 味王,2014/05/07,20.68
1210 大成,2014/05/07,8.8
1213 大飲,2014/05/07,66.41
1215 卜蜂,2014/05/07,13.03
1216 統一,2014/05/07,20.56
1217 愛之味,2014/05/07,0
1218 泰山,2014/05/07,0
1219 福壽,2014/05/07,168.89
1220 台榮,2014/05/07,32.5
1225 福懋油,2014/05/07,42.74
1227 佳格,2014/05/07,28.9
1229 聯華,2014/05/07,12.37
1231 聯華食,2014/05/07,15.93
1232 大統益,2014/05/07,17.06
1233 天仁,2014/05/07,18.9
1234 黑松,2014/05/07,40.64
1235 興泰,2014/05/07,0
1236 宏亞,2014/05/07,20.44
1256 鮮活果汁-KY,2014/05/07,26.57
1702 南僑,2014/05/07,17.73
1737 臺鹽,2014/05/07,42.14
910322 康師傅-DR,2014/05/07,0
911616 杜康-DR,2014/05/07,0
1201 味全,2014/05/06,26.02
1203 味王,2014/05/06,20.45
1210 大成,2014/05/06,8.86
1213 大飲,2014/05/06,66.88
1215 卜蜂,2014/05/06,13.46
1216 統一,2014/05/06,20.6
1217 愛之味,2014/05/06,0
1218 泰山,2014/05/06,0
1219 福壽,2014/05/06,168.89
1220 台榮,2014/05/06,31.56
1225 福懋油,2014/05/06,42.9
1227 佳格,2014/05/06,29.01
1229 聯華,2014/05/06,12.31
1231 聯華食,2014/05/06,15.68
1232 大統益,2014/05/06,17.1
1233 天仁,2014/05/06,19.02
1234 黑松,2014/05/06,40.71
1235 興泰,2014/05/06,0
1236 宏亞,2014/05/06,20.36
1256 鮮活果汁-KY,2014/05/06,26.65
1702 南僑,2014/05/06,17.33
1737 臺鹽,2014/05/06,41.19
910322 康師傅-DR,2014/05/06,0
911616 杜康-DR,2014/05/06,0
1201 味全,2014/05/05,26.13
1203 味王,2014/05/05,20.59
1210 大成,2014/05/05,8.83
1213 大飲,2014/05/05,67.19
1215 卜蜂,2014/05/05,12.95
1216 統一,2014/05/05,20.77
1217 愛之味,2014/05/05,0
1218 泰山,2014/05/05,0
1219 福壽,2014/05/05,168.89
1220 台榮,2014/05/05,31.72
1225 福懋油,2014/05/05,42.74
1227 佳格,2014/05/05,29.15
1229 聯華,2014/05/05,12.31
1231 聯華食,2014/05/05,15.62
1232 大統益,2014/05/05,17.29
1233 天仁,2014/05/05,19.06
1234 黑松,2014/05/05,40.64
1235 興泰,2014/05/05,0
1236 宏亞,2014/05/05,20.36
1256 鮮活果汁-KY,2014/05/05,25.26
1702 南僑,2014/05/05,17.5
1737 臺鹽,2014/05/05,40.79
910322 康師傅-DR,2014/05/05,0
911616 杜康-DR,2014/05/05,0
1201 味全,2014/05/02,26.16
1203 味王,2014/05/02,20.72
1210 大成,2014/05/02,8.97
1213 大飲,2014/05/02,67.19
1215 卜蜂,2014/05/02,13.23
1216 統一,2014/05/02,20.77
1217 愛之味,2014/05/02,0
1218 泰山,2014/05/02,0
1219 福壽,2014/05/02,170.56
1220 台榮,2014/05/02,31.88
1225 福懋油,2014/05/02,43.55
1227 佳格,2014/05/02,29.12
1229 聯華,2014/05/02,12.24
1231 聯華食,2014/05/02,15.12
1232 大統益,2014/05/02,17.35
1233 天仁,2014/05/02,19.02
1234 黑松,2014/05/02,40.77
1235 興泰,2014/05/02,0
1236 宏亞,2014/05/02,20.52
1256 鮮活果汁-KY,2014/05/02,23.63
1702 南僑,2014/05/02,16.74
1737 臺鹽,2014/05/02,41.03
910322 康師傅-DR,2014/05/02,0
911616 杜康-DR,2014/05/02,0
1201 味全,2014/04/30,26.08
1203 味王,2014/04/30,20.81
1210 大成,2014/04/30,9.16
1213 大飲,2014/04/30,67.03
1215 卜蜂,2014/04/30,13.67
1216 統一,2014/04/30,20.6
1217 愛之味,2014/04/30,0
1218 泰山,2014/04/30,0
1219 福壽,2014/04/30,168.89
1220 台榮,2014/04/30,31.72
1225 福懋油,2014/04/30,41.61
1227 佳格,2014/04/30,29.33
1229 聯華,2014/04/30,12.24
1231 聯華食,2014/04/30,15.08
1232 大統益,2014/04/30,17.17
1233 天仁,2014/04/30,19.02
1234 黑松,2014/04/30,40.64
1235 興泰,2014/04/30,0
1236 宏亞,2014/04/30,20.56
1256 鮮活果汁-KY,2014/04/30,23.23
1702 南僑,2014/04/30,16.89
1737 臺鹽,2014/04/30,40.79
910322 康師傅-DR,2014/04/30,0
911616 杜康-DR,2014/04/30,0
1201 味全,2014/04/29,26.16
1203 味王,2014/04/29,20.81
1210 大成,2014/04/29,9.05
1213 大飲,2014/04/29,68.13
1215 卜蜂,2014/04/29,12.79
1216 統一,2014/04/29,20.77
1217 愛之味,2014/04/29,0
1218 泰山,2014/04/29,0
1219 福壽,2014/04/29,171.67
1220 台榮,2014/04/29,31.72
1225 福懋油,2014/04/29,44.19
1227 佳格,2014/04/29,29.33
1229 聯華,2014/04/29,12.18
1231 聯華食,2014/04/29,15.02
1232 大統益,2014/04/29,16.06
1233 天仁,2014/04/29,19.02
1234 黑松,2014/04/29,40.77
1235 興泰,2014/04/29,0
1236 宏亞,2014/04/29,20.56
1256 鮮活果汁-KY,2014/04/29,24.41
1702 南僑,2014/04/29,17.09
1737 臺鹽,2014/04/29,41.35
910322 康師傅-DR,2014/04/29,0
911616 杜康-DR,2014/04/29,0
1201 味全,2014/04/28,26.08
1203 味王,2014/04/28,20.59
1210 大成,2014/04/28,8.77
1213 大飲,2014/04/28,67.97
1215 卜蜂,2014/04/28,11.97
1216 統一,2014/04/28,20.73
1217 愛之味,2014/04/28,0
1218 泰山,2014/04/28,0
1219 福壽,2014/04/28,168.89
1220 台榮,2014/04/28,31.72
1225 福懋油,2014/04/28,42.74
1227 佳格,2014/04/28,29.19
1229 聯華,2014/04/28,12.18
1231 聯華食,2014/04/28,15
1232 大統益,2014/04/28,15.63
1233 天仁,2014/04/28,19.02
1234 黑松,2014/04/28,40.51
1235 興泰,2014/04/28,0
1236 宏亞,2014/04/28,20.48
1256 鮮活果汁-KY,2014/04/28,24.04
1702 南僑,2014/04/28,16.63
1737 臺鹽,2014/04/28,41.19
910322 康師傅-DR,2014/04/28,0
911616 杜康-DR,2014/04/28,0
1201 味全,2014/04/25,25.64
1203 味王,2014/04/25,20.59
1210 大成,2014/04/25,8.83
1213 大飲,2014/04/25,67.19
1215 卜蜂,2014/04/25,11.79
1216 統一,2014/04/25,20.77
1217 愛之味,2014/04/25,0
1218 泰山,2014/04/25,0
1219 福壽,2014/04/25,170
1220 台榮,2014/04/25,31.72
1225 福懋油,2014/04/25,45
1227 佳格,2014/04/25,29.33
1229 聯華,2014/04/25,12.12
1231 聯華食,2014/04/25,15.06
1232 大統益,2014/04/25,15.77
1233 天仁,2014/04/25,19.02
1234 黑松,2014/04/25,40.26
1235 興泰,2014/04/25,0
1236 宏亞,2014/04/25,20.48
1256 鮮活果汁-KY,2014/04/25,24.9
1702 南僑,2014/04/25,16.13
1737 臺鹽,2014/04/25,41.9
910322 康師傅-DR,2014/04/25,0
911616 杜康-DR,2014/04/25,0
1201 味全,2014/04/24,26.19
1203 味王,2014/04/24,20.95
1210 大成,2014/04/24,9.05
1213 大飲,2014/04/24,68.75
1215 卜蜂,2014/04/24,11.59
1216 統一,2014/04/24,20.97
1217 愛之味,2014/04/24,0
1218 泰山,2014/04/24,0
1219 福壽,2014/04/24,170
1220 台榮,2014/04/24,31.72
1225 福懋油,2014/04/24,48.39
1227 佳格,2014/04/24,29.4
1229 聯華,2014/04/24,12.37
1231 聯華食,2014/04/24,15.52
1232 大統益,2014/04/24,15.95
1233 天仁,2014/04/24,19.02
1234 黑松,2014/04/24,41.22
1235 興泰,2014/04/24,0
1236 宏亞,2014/04/24,20.91
1256 鮮活果汁-KY,2014/04/24,26.73
1702 南僑,2014/04/24,16.57
1737 臺鹽,2014/04/24,43.49
910322 康師傅-DR,2014/04/24,0
911616 杜康-DR,2014/04/24,0
1201 味全,2014/04/23,26.28
1203 味王,2014/04/23,21.17
1210 大成,2014/04/23,9.12
1213 大飲,2014/04/23,69.06
1215 卜蜂,2014/04/23,11.49
1216 統一,2014/04/23,21.17
1217 愛之味,2014/04/23,0
1218 泰山,2014/04/23,0
1219 福壽,2014/04/23,170.56
1220 台榮,2014/04/23,31.88
1225 福懋油,2014/04/23,50.48
1227 佳格,2014/04/23,29.54
1229 聯華,2014/04/23,12.44
1231 聯華食,2014/04/23,15.64
1232 大統益,2014/04/23,15.95
1233 天仁,2014/04/23,19.02
1234 黑松,2014/04/23,40.77
1235 興泰,2014/04/23,0
1236 宏亞,2014/04/23,20.99
1256 鮮活果汁-KY,2014/04/23,27.3
1702 南僑,2014/04/23,16.89
1737 臺鹽,2014/04/23,43.97
910322 康師傅-DR,2014/04/23,0
911616 杜康-DR,2014/04/23,0
1201 味全,2014/04/22,26.31
1203 味王,2014/04/22,21.08
1210 大成,2014/04/22,9.05
1213 大飲,2014/04/22,69.53
1215 卜蜂,2014/04/22,11.44
1216 統一,2014/04/22,20.73
1217 愛之味,2014/04/22,0
1218 泰山,2014/04/22,0
1219 福壽,2014/04/22,172.22
1220 台榮,2014/04/22,32.19
1225 福懋油,2014/04/22,47.42
1227 佳格,2014/04/22,29.75
1229 聯華,2014/04/22,12.4
1231 聯華食,2014/04/22,15.37
1232 大統益,2014/04/22,15.86
1233 天仁,2014/04/22,19.02
1234 黑松,2014/04/22,40.96
1235 興泰,2014/04/22,0
1236 宏亞,2014/04/22,20.95
1256 鮮活果汁-KY,2014/04/22,27.1
1702 南僑,2014/04/22,17.03
1737 臺鹽,2014/04/22,44.21
910322 康師傅-DR,2014/04/22,0
911616 杜康-DR,2014/04/22,0
1201 味全,2014/04/21,26.66
1203 味王,2014/04/21,21.13
1210 大成,2014/04/21,9.11
1213 大飲,2014/04/21,69.69
1215 卜蜂,2014/04/21,11.36
1216 統一,2014/04/21,20.65
1217 愛之味,2014/04/21,0
1218 泰山,2014/04/21,0
1219 福壽,2014/04/21,173.89
1220 台榮,2014/04/21,32.03
1225 福懋油,2014/04/21,47.26
1227 佳格,2014/04/21,29.43
1229 聯華,2014/04/21,12.47
1231 聯華食,2014/04/21,15.37
1232 大統益,2014/04/21,16.04
1233 天仁,2014/04/21,18.94
1234 黑松,2014/04/21,41.09
1235 興泰,2014/04/21,0
1236 宏亞,2014/04/21,20.95
1256 鮮活果汁-KY,2014/04/21,27.38
1702 南僑,2014/04/21,17.01
1737 臺鹽,2014/04/21,44.29
910322 康師傅-DR,2014/04/21,0
911616 杜康-DR,2014/04/21,0
1201 味全,2014/04/18,26.86
1203 味王,2014/04/18,21.22
1210 大成,2014/04/18,9.21
1213 大飲,2014/04/18,69.53
1215 卜蜂,2014/04/18,11.33
1216 統一,2014/04/18,20.56
1217 愛之味,2014/04/18,0
1218 泰山,2014/04/18,0
1219 福壽,2014/04/18,174.44
1220 台榮,2014/04/18,32.5
1225 福懋油,2014/04/18,48.06
1227 佳格,2014/04/18,29.68
1229 聯華,2014/04/18,12.47
1231 聯華食,2014/04/18,15.21
1232 大統益,2014/04/18,16.18
1233 天仁,2014/04/18,18.94
1234 黑松,2014/04/18,41.41
1235 興泰,2014/04/18,0
1236 宏亞,2014/04/18,20.95
1256 鮮活果汁-KY,2014/04/18,27.18
1702 南僑,2014/04/18,16.98
1737 臺鹽,2014/04/18,44.29
910322 康師傅-DR,2014/04/18,0
911616 杜康-DR,2014/04/18,0
1201 味全,2014/04/17,26.83
1203 味王,2014/04/17,21.35
1210 大成,2014/04/17,9.09
1213 大飲,2014/04/17,69.84
1215 卜蜂,2014/04/17,11.21
1216 統一,2014/04/17,20.56
1217 愛之味,2014/04/17,0
1218 泰山,2014/04/17,0
1219 福壽,2014/04/17,175
1220 台榮,2014/04/17,32.34
1225 福懋油,2014/04/17,46.29
1227 佳格,2014/04/17,29.93
1229 聯華,2014/04/17,12.5
1231 聯華食,2014/04/17,15.27
1232 大統益,2014/04/17,16.15
1233 天仁,2014/04/17,18.86
1234 黑松,2014/04/17,41.15
1235 興泰,2014/04/17,0
1236 宏亞,2014/04/17,21.19
1256 鮮活果汁-KY,2014/04/17,26.89
1702 南僑,2014/04/17,16.74
1737 臺鹽,2014/04/17,44.68
910322 康師傅-DR,2014/04/17,0
911616 杜康-DR,2014/04/17,0
1201 味全,2014/04/16,26.63
1203 味王,2014/04/16,21.35
1210 大成,2014/04/16,9.15
1213 大飲,2014/04/16,70
1215 卜蜂,2014/04/16,11.03
1216 統一,2014/04/16,20.65
1217 愛之味,2014/04/16,0
1218 泰山,2014/04/16,0
1219 福壽,2014/04/16,175.56
1220 台榮,2014/04/16,32.19
1225 福懋油,2014/04/16,46.45
1227 佳格,2014/04/16,30
1229 聯華,2014/04/16,12.47
1231 聯華食,2014/04/16,15.35
1232 大統益,2014/04/16,16
1233 天仁,2014/04/16,19.08
1234 黑松,2014/04/16,41.47
1235 興泰,2014/04/16,0
1236 宏亞,2014/04/16,20.83
1256 鮮活果汁-KY,2014/04/16,26.53
1702 南僑,2014/04/16,16.83
1737 臺鹽,2014/04/16,44.13
910322 康師傅-DR,2014/04/16,0
911616 杜康-DR,2014/04/16,0
1201 味全,2014/04/15,26.63
1203 味王,2014/04/15,21.22
1210 大成,2014/04/15,8.84
1213 大飲,2014/04/15,69.53
1215 卜蜂,2014/04/15,10.33
1216 統一,2014/04/15,20.6
1217 愛之味,2014/04/15,0
1218 泰山,2014/04/15,0
1219 福壽,2014/04/15,170
1220 台榮,2014/04/15,32.19
1225 福懋油,2014/04/15,45.97
1227 佳格,2014/04/15,29.72
1229 聯華,2014/04/15,12.44
1231 聯華食,2014/04/15,15.12
1232 大統益,2014/04/15,15.54
1233 天仁,2014/04/15,18.86
1234 黑松,2014/04/15,41.03
1235 興泰,2014/04/15,0
1236 宏亞,2014/04/15,20.75
1256 鮮活果汁-KY,2014/04/15,26.57
1702 南僑,2014/04/15,16.45
1737 臺鹽,2014/04/15,43.57
910322 康師傅-DR,2014/04/15,0
911616 杜康-DR,2014/04/15,0
1201 味全,2014/04/14,26.16
1203 味王,2014/04/14,21.26
1210 大成,2014/04/14,8.72
1213 大飲,2014/04/14,70
1215 卜蜂,2014/04/14,10.21
1216 統一,2014/04/14,20.69
1217 愛之味,2014/04/14,0
1218 泰山,2014/04/14,0
1219 福壽,2014/04/14,168.89
1220 台榮,2014/04/14,31.88
1225 福懋油,2014/04/14,46.45
1227 佳格,2014/04/14,29.79
1229 聯華,2014/04/14,12.34
1231 聯華食,2014/04/14,15.12
1232 大統益,2014/04/14,15.5
1233 天仁,2014/04/14,18.75
1234 黑松,2014/04/14,40.77
1235 興泰,2014/04/14,0
1236 宏亞,2014/04/14,20.63
1256 鮮活果汁-KY,2014/04/14,26.53
1702 南僑,2014/04/14,16.86
1737 臺鹽,2014/04/14,43.49
910322 康師傅-DR,2014/04/14,0
911616 杜康-DR,2014/04/14,0
1201 味全,2014/04/11,26.16
1203 味王,2014/04/11,21.31
1210 大成,2014/04/11,8.59
1213 大飲,2014/04/11,69.84
1215 卜蜂,2014/04/11,10.1
1216 統一,2014/04/11,20.56
1217 愛之味,2014/04/11,0
1218 泰山,2014/04/11,0
1219 福壽,2014/04/11,170
1220 台榮,2014/04/11,32.19
1225 福懋油,2014/04/11,45.81
1227 佳格,2014/04/11,29.58
1229 聯華,2014/04/11,12.37
1231 聯華食,2014/04/11,15.31
1232 大統益,2014/04/11,15.59
1233 天仁,2014/04/11,18.86
1234 黑松,2014/04/11,40.64
1235 興泰,2014/04/11,0
1236 宏亞,2014/04/11,21.03
1256 鮮活果汁-KY,2014/04/11,26.89
1702 南僑,2014/04/11,17.53
1737 臺鹽,2014/04/11,43.65
910322 康師傅-DR,2014/04/11,0
911616 杜康-DR,2014/04/11,0
1201 味全,2014/04/10,26.25
1203 味王,2014/04/10,21.4
1210 大成,2014/04/10,8.61
1213 大飲,2014/04/10,70.47
